doi,wos-uid,author,journal
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Philpot, Steven",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Holt, Martin",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Saxton, Peter",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Haire, Bridget",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Murphy, Dean",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s13178-022-00733-8,WOS:000801196200001,"Hammoud, Mohamed A.",SEXUALITY RESEARCH AND SOCIAL POLICY
DO=10.1007/s43681-022-00169-1,0,0,0
DO=10.1007/s13347-022-00536-0,0,0,0
DO=10.1007/s41682-021-00091-z,MEDLINE:34938948,"Kolodziejska, Marta",What can the COVID-19 pandemic tell us about the connection between media and religion? The case of the Seventh-Day Adventist Church in Poland.
DO=10.1007/s44150-022-00035-y,0,0,0
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"Spath, Jana",SCIENTIFIC REPORTS
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"Fick, Jerker",SCIENTIFIC REPORTS
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"McCallum, Erin",SCIENTIFIC REPORTS
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"Cerveny, Daniel",SCIENTIFIC REPORTS
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"Nording, Malin L.",SCIENTIFIC REPORTS
DO=10.1038/s41598-022-10805-9,WOS:000787775900076,"Brodin, Tomas",SCIENTIFIC REPORTS
DO=10.1057/s41599-022-01147-y,WOS:000784975800002,"Almeida, Mara",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1057/s41599-022-01147-y,WOS:000784975800002,"Ranisch, Robert",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1007/s00146-022-01439-6,WOS:000781159900002,"Mamak, Kamil",AI & SOCIETY
DO=10.1007/s10551-020-04666-3,WOS:000607012500001,"Clarke, Caroline",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s10551-020-04666-3,WOS:000607012500001,"Knights, David",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s11569-022-00416-z,WOS:000788937100001,"Compagna, Diego",NANOETHICS
DO=10.1007/s11569-022-00416-z,WOS:000788937100001,"Sahinol, Melike",NANOETHICS
DO=10.1007/s11569-021-00402-x,WOS:000736397700001,"Butnaru, Denisa",NANOETHICS
DO=10.1007/s42438-021-00239-3,0,0,0
DO=10.1007/s42438-021-00259-z,0,0,0
DO=10.1007/s42438-021-00256-2,0,0,0
DO=10.1007/s42438-021-00273-1,0,0,0
DO=10.1007/s13347-022-00523-5,0,0,0
DO=10.1057/s41599-022-01111-w,WOS:000774850500002,"Toivonen, Heidi",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1057/s41599-022-01078-8,WOS:000772801000002,"Cinque, Toija",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1007/s10701-022-00549-x,WOS:000766162300002,"Muir, Heather A.",FOUNDATIONS OF PHYSICS
DO=10.1007/s13218-021-00747-1,WOS:000727752800001,"Keune, Anna",KUNSTLICHE INTELLIGENZ
DO=10.1007/s42087-020-00125-7,WOS:000766160200003,"Saetra, Henrik Skaug",HUMAN ARENAS
DO=10.1007/s13384-021-00500-5,WOS:000731200900002,"Naidoo, Loshini",AUSTRALIAN EDUCATIONAL RESEARCHER
DO=10.1007/s13384-021-00500-5,WOS:000731200900002,"D'warte, Jacqueline",AUSTRALIAN EDUCATIONAL RESEARCHER
DO=10.1007/s13384-021-00500-5,WOS:000731200900002,"Gannon, Susanne",AUSTRALIAN EDUCATIONAL RESEARCHER
DO=10.1007/s13384-021-00500-5,WOS:000731200900002,"Jacobs, Rachael",AUSTRALIAN EDUCATIONAL RESEARCHER
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Tironi, Elisa",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Barrett, Dylan",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Rayner, Damian",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Dillane, Sarah",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Trapolini, Tania",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Hewitt, Ramona",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Henry, Evelyn",HUMAN ARENAS
DO=10.1007/s42087-022-00274-x,WOS:000759412700002,"Rhodes, Paul",HUMAN ARENAS
DO=10.1007/s13132-022-00968-1,WOS:000755106400001,"Hautala, Johanna",JOURNAL OF THE KNOWLEDGE ECONOMY
DO=10.1007/s13132-022-00968-1,WOS:000755106400001,"Jauhiainen, Jussi S.",JOURNAL OF THE KNOWLEDGE ECONOMY
DO=10.1007/s43681-021-00092-x,0,0,0
DO=10.1007/978-3-030-95508-3_10,0,0,0
DO=10.1007/978-3-030-80646-0_5,0,0,0
DO=10.1007/978-3-030-78201-6_3,0,0,0
DO=10.1007/978-3-030-78589-5_1,0,0,0
DO=10.1007/978-3-030-79622-8_9,0,0,0
DO=10.1007/978-981-19-2476-7_2,0,0,0
DO=10.1007/978-3-030-95508-3_1,0,0,0
DO=10.1007/978-3-030-78589-5_2,0,0,0
DO=10.1007/978-981-19-0691-6_1,0,0,0
DO=10.1007/978-3-030-78589-5_3,0,0,0
DO=10.1007/978-3-031-04234-8_6,0,0,0
DO=10.1007/978-3-030-78589-5_4,0,0,0
DO=10.1007/978-3-030-79622-8_6,0,0,0
DO=10.1007/978-3-030-94137-6_3,0,0,0
DO=10.1007/978-3-030-79622-8_16,0,0,0
DO=10.1007/978-3-030-94882-5_6,0,0,0
DO=10.1007/978-3-030-96412-2_2,0,0,0
DO=10.1007/978-3-030-91999-3_2,0,0,0
DO=10.1007/978-3-030-95508-3_6,0,0,0
DO=10.1007/978-3-030-96180-0_9,0,0,0
DO=10.1007/978-3-031-04234-8_14,0,0,0
DO=10.1007/978-3-030-89236-4_6,0,0,0
DO=10.1007/978-3-030-80646-0_1,0,0,0
DO=10.1007/978-3-030-94882-5_1,0,0,0
DO=10.1007/s42438-021-00265-1,0,0,0
DO=10.1007/978-3-030-95508-3_11,0,0,0
DO=10.1007/978-981-16-9640-4_7,0,0,0
DO=10.1007/978-3-030-79622-8_4,0,0,0
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Li, Yuqian","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Xu, Weiguo","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Yuan, PF","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Chai, H","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Yan, C","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/978-981-16-5983-6_3,WOS:000791028000003,"Leach, N","PROCEEDINGS OF THE 2021 DIGITALFUTURES, CDRF 2021"
DO=10.1007/s00146-021-01375-x,WOS:000736405700001,"Coeckelbergh, Mark",AI & SOCIETY
DO=10.1007/s12369-021-00854-x,WOS:000735718100001,"Wessel, Merle",INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS
DO=10.1007/s12369-021-00854-x,WOS:000735718100001,"Ellerich-Groppe, Niklas",INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS
DO=10.1007/s12369-021-00854-x,WOS:000735718100001,"Schweda, Mark",INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS
DO=10.1186/s12910-021-00732-1,WOS:000728559800001,"Budic, Marina",BMC MEDICAL ETHICS
DO=10.1186/s12910-021-00732-1,WOS:000728559800001,"Galjak, Marko",BMC MEDICAL ETHICS
DO=10.1186/s12910-021-00732-1,WOS:000728559800001,"Rakic, Vojin",BMC MEDICAL ETHICS
DO=10.1007/s11023-021-09585-4,WOS:000725385500001,"Kempt, Hendrik",MINDS AND MACHINES
DO=10.1007/s11023-021-09585-4,WOS:000725385500001,"Bellon, Jacqueline",MINDS AND MACHINES
DO=10.1007/s11023-021-09585-4,WOS:000725385500001,"Naehr-Wagener, Sebastian",MINDS AND MACHINES
DO=10.1007/s11019-021-10030-7,WOS:000662098600001,"Johnson, Tess",MEDICINE HEALTH CARE AND PHILOSOPHY
DO=10.1007/s11017-021-09553-0,WOS:000737695100001,"de Boer, Bas",THEORETICAL MEDICINE AND BIOETHICS
DO=10.1007/s11017-021-09553-0,WOS:000737695100001,"Kudina, Olya",THEORETICAL MEDICINE AND BIOETHICS
DO=10.1007/s13347-021-00480-5,0,0,0
DO=10.1007/s11569-021-00395-7,WOS:000682391000001,"Taylor-Green, Benedict Charles",NANOETHICS
DO=10.1007/s10583-021-09469-2,WOS:000722980600001,"Guanio-Uluru, Lykke",CHILDRENS LITERATURE IN EDUCATION
DO=10.1057/s41599-021-00967-8,WOS:000722606900001,"Huc-Hepher, Saskia",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1007/s42452-021-04854-4,WOS:000719895500002,"Yuviler-Gavish, Nirit",SN APPLIED SCIENCES
DO=10.1007/s42452-021-04854-4,WOS:000719895500002,"Kribu, Eitan",SN APPLIED SCIENCES
DO=10.1007/s42452-021-04854-4,WOS:000719895500002,"Weiss, Avi",SN APPLIED SCIENCES
DO=10.1007/s42452-021-04854-4,WOS:000719895500002,"Ben-Hanan, Uri",SN APPLIED SCIENCES
DO=10.1007/s11199-021-01236-3,WOS:000676067500001,"Ringrose, Jessica",SEX ROLES
DO=10.1007/s11199-021-01236-3,WOS:000676067500001,"Regehr, Kaitlyn",SEX ROLES
DO=10.1007/s11199-021-01236-3,WOS:000676067500001,"Whitehead, Sophie",SEX ROLES
DO=10.1007/s41255-021-00017-0,0,0,0
DO=10.1007/s42438-020-00214-4,0,0,0
DO=10.1007/s42087-020-00120-y,WOS:000693203200011,"Ibrahim, Yasmin",HUMAN ARENAS
DO=10.1007/s10758-020-09465-3,WOS:000557337400001,"Kucirkova, Natalia",TECHNOLOGY KNOWLEDGE AND LEARNING
DO=10.1007/s10758-020-09465-3,WOS:000557337400001,"Toda, Yuichi",TECHNOLOGY KNOWLEDGE AND LEARNING
DO=10.1007/s10758-020-09465-3,WOS:000557337400001,"Flewitt, Rosie",TECHNOLOGY KNOWLEDGE AND LEARNING
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Bock, Anna",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Elvers, Dirk",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Peters, Florian",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Kramer, Chris",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Kniha, Kristian",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Hoelzle, Frank",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Spreckelsen, Cord",BMC MEDICAL EDUCATION
DO=10.1186/s12909-021-02889-0,WOS:000693302000002,"Modabber, Ali",BMC MEDICAL EDUCATION
DO=10.1057/s41599-021-00875-x,WOS:000688534400002,"Grau-Sarabia, Monica",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1057/s41599-021-00875-x,WOS:000688534400002,"Fuster-Morell, Mayo",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS
DO=10.1007/s11948-021-00329-2,WOS:000686766300001,"Donia, Joseph",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-021-00329-2,WOS:000686766300001,"Shaw, James A.",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-021-00331-8,WOS:000683349800001,"Harris, Jamie",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-021-00331-8,WOS:000683349800001,"Anthis, Jacy Reese",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s10978-020-09284-6,WOS:000591119900001,"Gilani, Sabrina",LAW AND CRITIQUE
DO=10.1007/s12152-021-09458-8,WOS:000633738100001,"Moen, Ole Martin",NEUROETHICS
DO=10.1007/s11217-020-09748-3,WOS:000598064300001,"Pulkki, Jani",STUDIES IN PHILOSOPHY AND EDUCATION
DO=10.1007/s11217-020-09748-3,WOS:000598064300001,"Varpanen, Jan",STUDIES IN PHILOSOPHY AND EDUCATION
DO=10.1007/s11217-020-09748-3,WOS:000598064300001,"Mullen, John",STUDIES IN PHILOSOPHY AND EDUCATION
DO=10.1007/s42439-020-00031-0,0,0,0
DO=10.1007/s42087-021-00233-y,WOS:000662278600001,"Degen, Johanna L.",HUMAN ARENAS
DO=10.1007/s42087-021-00233-y,WOS:000662278600001,"Smart, Gemma Lucy",HUMAN ARENAS
DO=10.1007/s42087-021-00233-y,WOS:000662278600001,"Quinnell, Rosanne",HUMAN ARENAS
DO=10.1007/s42087-021-00233-y,WOS:000662278600001,"O'Doherty, Kieran C.",HUMAN ARENAS
DO=10.1007/s42087-021-00233-y,WOS:000662278600001,"Rhodes, Paul",HUMAN ARENAS
DO=10.1007/s10816-020-09483-6,WOS:000565821200001,"Hussain, Shumon T.",JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY
DO=10.1007/s10816-020-09483-6,WOS:000565821200001,"Will, Manuel",JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY
DO=10.1007/s13162-020-00191-8,0,0,0
DO=10.1007/s00146-021-01173-5,WOS:000629071300001,"Ryland, Helen",AI & SOCIETY
DO=10.1057/s41292-020-00183-8,WOS:000516356700001,"Winz, Marc",BIOSOCIETIES
DO=10.1057/s41292-020-00183-8,WOS:000516356700001,"Soederstroem, Ola",BIOSOCIETIES
DO=10.1007/s11019-021-10003-w,WOS:000608682700001,"Kudlek, Karolina",MEDICINE HEALTH CARE AND PHILOSOPHY
DO=10.1007/s10912-020-09622-w,WOS:000534841200001,"Wright, Colin",JOURNAL OF MEDICAL HUMANITIES
DO=10.1007/s11217-021-09763-y,WOS:000632749600001,"Biswas, Tanu",STUDIES IN PHILOSOPHY AND EDUCATION
DO=10.1007/s42438-021-00222-y,0,0,0
DO=10.1007/s12685-021-00280-w,0,0,0
DO=10.1007/s42438-020-00198-1,0,0,0
DO=10.1007/s11948-021-00294-w,WOS:000632055000001,"Racine, Eric",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-021-00294-w,WOS:000632055000001,"Sattler, Sebastian",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-021-00294-w,WOS:000632055000001,"Boehlen, Wren",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s10997-020-09503-3,WOS:000516404200001,"Watson, Cate",JOURNAL OF MANAGEMENT & GOVERNANCE
DO=10.1007/s10997-020-09503-3,WOS:000516404200001,"Husband, Gary",JOURNAL OF MANAGEMENT & GOVERNANCE
DO=10.1007/s10997-020-09503-3,WOS:000516404200001,"Ireland, Aileen",JOURNAL OF MANAGEMENT & GOVERNANCE
DO=10.1007/s10460-020-10142-5,WOS:000560998000001,"Coulson, Helen",AGRICULTURE AND HUMAN VALUES
DO=10.1007/s10460-020-10142-5,WOS:000560998000001,"Milbourne, Paul",AGRICULTURE AND HUMAN VALUES
DO=10.1186/s40504-020-00108-0,WOS:000604958000001,"Vegter, Mira W.",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1186/s40504-020-00108-0,WOS:000604958000001,"Zwart, Hub A. E.",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1186/s40504-020-00108-0,WOS:000604958000001,"van Gool, Alain J.",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1007/978-3-030-72154-1_15,0,0,0
DO=10.1007/s13280-020-01322-y,WOS:000517008500001,"Walsh, Zack",AMBIO
DO=10.1007/s13280-020-01322-y,WOS:000517008500001,"Boehme, Jessica",AMBIO
DO=10.1007/s13280-020-01322-y,WOS:000517008500001,"Wamsler, Christine",AMBIO
DO=10.1007/978-3-030-73770-2_13,0,0,0
DO=10.1007/978-3-030-73770-2_1,0,0,0
DO=10.1007/978-3-030-78724-0_4,0,0,0
DO=10.1007/978-3-030-61299-3_7,0,0,0
DO=10.1007/978-3-030-73770-2_2,0,0,0
DO=10.1007/978-3-030-54173-6_18,0,0,0
DO=10.1007/978-3-030-73770-2_5,0,0,0
DO=10.1007/978-3-030-63523-7_11,0,0,0
DO=10.1007/978-3-030-63523-7_16,0,0,0
DO=10.1007/978-3-030-61299-3_5,0,0,0
DO=10.1007/978-3-030-77066-2_6,0,0,0
DO=10.1007/978-3-030-85339-6_1,0,0,0
DO=10.1007/978-3-030-61299-3_4,0,0,0
DO=10.1007/978-3-030-66073-4_16,0,0,0
DO=10.1007/978-3-030-53014-3_9,0,0,0
DO=10.1007/978-3-030-63523-7_20,0,0,0
DO=10.1007/978-3-030-49683-8_5,0,0,0
DO=10.1007/978-981-33-4400-6_1,0,0,0
DO=10.1007/s11229-019-02133-9,WOS:000616764100018,"Krueger, Joel",SYNTHESE
DO=10.1007/978-981-33-4400-6_27,0,0,0
DO=10.1007/978-3-030-70661-6_9,0,0,0
DO=10.1007/978-3-030-61299-3_6,0,0,0
DO=10.1007/978-3-030-73770-2_4,0,0,0
DO=10.1007/978-981-33-4400-6_29,0,0,0
DO=10.1007/978-981-33-4400-6_2,0,0,0
DO=10.1007/978-3-030-78724-0_3,0,0,0
DO=10.1007/978-3-030-73770-2_6,0,0,0
DO=10.1007/978-3-030-73770-2_3,0,0,0
DO=10.1007/978-981-33-4400-6_25,0,0,0
DO=10.1007/978-3-030-73770-2_14,0,0,0
DO=10.1007/s11673-020-10017-8,WOS:000562745200017,"Braidotti, R.",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s00146-020-00968-2,WOS:000529735100001,"Singler, Beth",AI & SOCIETY
DO=10.1007/s10583-019-09388-3,WOS:000588385900004,"Yarova, Aliona",CHILDRENS LITERATURE IN EDUCATION
DO=10.1007/s10676-017-9427-3,WOS:000581950700003,"Miller, Lantz Fleming",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s41693-020-00035-8,0,0,0
DO=10.1007/s11059-020-00555-w,WOS:000571739700001,"Abrego, Veronica",NEOHELICON
DO=10.1007/s10677-020-10116-w,WOS:000561252600002,"Levy, Neil",ETHICAL THEORY AND MORAL PRACTICE
DO=10.1186/s40594-020-00249-w,WOS:000575114400001,"Godec, Spela",INTERNATIONAL JOURNAL OF STEM EDUCATION
DO=10.1186/s40594-020-00249-w,WOS:000575114400001,"Patel, Uma",INTERNATIONAL JOURNAL OF STEM EDUCATION
DO=10.1186/s40594-020-00249-w,WOS:000575114400001,"Archer, Louise",INTERNATIONAL JOURNAL OF STEM EDUCATION
DO=10.1186/s40594-020-00249-w,WOS:000575114400001,"Dawson, Emily",INTERNATIONAL JOURNAL OF STEM EDUCATION
DO=10.1007/s12152-019-09427-2,WOS:000504143600001,"Varelius, Jukka",NEUROETHICS
DO=10.1007/s11948-020-00238-w,WOS:000546219500001,"Farisco, Michele",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-020-00238-w,WOS:000546219500001,"Evers, Kathinka",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s11948-020-00238-w,WOS:000546219500001,"Salles, Arleen",SCIENCE AND ENGINEERING ETHICS
DO=10.1007/s42438-020-00180-x,0,0,0
DO=10.1007/s42438-020-00196-3,0,0,0
DO=10.1186/s40504-020-00105-3,WOS:000576812800001,"Argudo-Portal, Violeta",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1186/s40504-020-00105-3,WOS:000576812800001,"Domenech, Miquel",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1007/s42438-020-00150-3,0,0,0
DO=10.1007/s10816-020-09473-8,WOS:000545357800002,"Jones, Andrew Meirion",JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY
DO=10.1007/s10676-020-09536-0,WOS:000534428900001,"Van Aerschot, Lina",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-020-09536-0,WOS:000534428900001,"Parviainen, Jaana",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s11007-020-09504-x,WOS:000546847900002,"Staudigl, Michael",CONTINENTAL PHILOSOPHY REVIEW
DO=10.1007/s11229-017-1549-y,WOS:000547892700011,"Carter, J. Adam",SYNTHESE
DO=10.1007/s10676-019-09524-z,WOS:000504455400001,"Pirhonen, Jari",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-019-09524-z,WOS:000504455400001,"Melkas, Helina",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-019-09524-z,WOS:000504455400001,"Laitine, Arto",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-019-09524-z,WOS:000504455400001,"Pekkarinen, Satu",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s11059-020-00534-1,WOS:000534795000002,"Kim, Jonggab",NEOHELICON
DO=10.1057/s41599-020-0451-2,WOS:000532177600001,"Marchetto Santorun, M. Cecilia",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-020-0463-y,WOS:000616205000002,"Dam, Mie S.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-020-0463-y,WOS:000616205000002,"Sangild, Per T.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-020-0463-y,WOS:000616205000002,"Svendsen, Mette N.",PALGRAVE COMMUNICATIONS
DO=10.1007/s42438-019-00095-2,0,0,0
DO=10.1007/s11569-020-00368-2,WOS:000532132100001,"Fannin, Nlaria",NANOETHICS
DO=10.1007/s11569-020-00368-2,WOS:000532132100001,"Connor, Katy",NANOETHICS
DO=10.1007/s11569-020-00368-2,WOS:000532132100001,"Roden, David",NANOETHICS
DO=10.1007/s11569-020-00368-2,WOS:000532132100001,"Meacham, Darian",NANOETHICS
DO=10.1007/s10551-020-04440-5,WOS:000509134700001,"Laasch, Oliver",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s10551-020-04440-5,WOS:000509134700001,"Moosmayer, Dirk",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s10551-020-04440-5,WOS:000509134700001,"Antonacopoulou, Elena",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s10551-020-04440-5,WOS:000509134700001,"Schaltegger, Stefan",JOURNAL OF BUSINESS ETHICS
DO=10.1007/s42438-019-00089-0,0,0,0
DO=10.1057/s41599-020-0428-1,WOS:000616199000001,"Erle, Sibylle",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-020-0428-1,WOS:000616199000001,"Hendry, Helen",PALGRAVE COMMUNICATIONS
DO=10.1007/s41978-019-00048-w,0,0,0
DO=10.1007/s10912-019-09596-4,WOS:000504473300001,"Bolaki, Stella",JOURNAL OF MEDICAL HUMANITIES
DO=10.1007/s11191-019-00100-x,WOS:000517064500005,"Zidny, Robby",SCIENCE & EDUCATION
DO=10.1007/s11191-019-00100-x,WOS:000517064500005,"Sjostrom, Jesper",SCIENCE & EDUCATION
DO=10.1007/s11191-019-00100-x,WOS:000517064500005,"Eilks, Ingo",SCIENCE & EDUCATION
DO=10.1007/978-3-030-24021-9_12,0,0,0
DO=10.1007/978-3-030-36271-3_6,0,0,0
DO=10.1007/978-3-030-36271-3_5,0,0,0
DO=10.1007/978-981-15-7598-3_15,0,0,0
DO=10.1007/s11625-019-00752-2,WOS:000511965300009,"Childs, John",SUSTAINABILITY SCIENCE
DO=10.1007/978-3-030-23353-2_13,0,0,0
DO=10.1186/s40694-019-0085-6,MEDLINE:31827811,"Rapp, Regine",On mycohuman performances: fungi in current artistic research.
DO=10.1007/s12138-019-00524-4,WOS:000492156900006,"Macintosh, Fiona",INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION
DO=10.1007/s11841-018-0664-7,WOS:000513216700011,"Midson, Scott",SOPHIA
DO=10.1007/s00146-018-0825-9,WOS:000490069500011,"Bassett, Caroline",AI & SOCIETY
DO=10.1007/s10746-019-09508-4,WOS:000499648000006,"Zwier, Jochem",HUMAN STUDIES
DO=10.1007/s10746-019-09508-4,WOS:000499648000006,"Blok, Vincent",HUMAN STUDIES
DO=10.1007/s12138-019-00523-5,WOS:000492156900008,"Rimell, Victoria",INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION
DO=10.1186/s12910-019-0427-1,WOS:000511148600001,"Bentwich, Miriam Ethel",BMC MEDICAL ETHICS
DO=10.1186/s12910-019-0427-1,WOS:000511148600001,"Mashiach-Eizenberg, Michal",BMC MEDICAL ETHICS
DO=10.1186/s12910-019-0427-1,WOS:000511148600001,"Borovecki, Ana",BMC MEDICAL ETHICS
DO=10.1186/s12910-019-0427-1,WOS:000511148600001,"Simonstein, Frida",BMC MEDICAL ETHICS
DO=10.1007/s11158-018-09411-2,WOS:000495107900006,"Fasel, Raffael N.",RES PUBLICA-A JOURNAL OF MORAL LEGAL AND POLITICAL PHILOSOPHY
DO=10.1007/s42438-019-00045-y,0,0,0
DO=10.1007/s10670-018-9979-6,WOS:000466542400012,"Conitzer, Vincent",ERKENNTNIS
DO=10.1007/s10583-017-9338-2,WOS:000467654200003,"Palo, Annbritt",CHILDRENS LITERATURE IN EDUCATION
DO=10.1007/s10583-017-9338-2,WOS:000467654200003,"Manderstedt, Lena",CHILDRENS LITERATURE IN EDUCATION
DO=10.1007/s00146-018-0833-9,WOS:000469316500017,"Sitnicki, Ignacy",AI & SOCIETY
DO=10.1007/s40037-019-0519-0,WOS:000471603100005,"Ramos, Diana",PERSPECTIVES ON MEDICAL EDUCATION
DO=10.1007/s40037-019-0519-0,WOS:000471603100005,"Grad, Roland",PERSPECTIVES ON MEDICAL EDUCATION
DO=10.1007/s40037-019-0519-0,WOS:000471603100005,"Saroyan, Alenoush",PERSPECTIVES ON MEDICAL EDUCATION
DO=10.1007/s40037-019-0519-0,WOS:000471603100005,"Nugus, Peter",PERSPECTIVES ON MEDICAL EDUCATION
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Capps, Benjamin",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Chadwick, Ruth",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Joly, Yann",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Lysaght, Tamra",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Mills, Catherine",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Mulvihill, John J.",HUMAN GENOMICS
DO=10.1186/s40246-019-0208-4,WOS:000469509900001,"Zwart, Hub",HUMAN GENOMICS
DO=10.1057/s41599-019-0246-5,WOS:000466774100002,"Woods, Abigail",PALGRAVE COMMUNICATIONS
DO=10.1007/s42438-018-0017-4,0,0,0
DO=10.1007/s42438-018-0008-5,0,0,0
DO=10.1007/s42087-018-0039-1,WOS:000705495000006,"Saetra, Henrik Skaug",HUMAN ARENAS
DO=10.1007/s10583-018-9373-7,WOS:000461348900003,"Nikolajeva, Maria",CHILDRENS LITERATURE IN EDUCATION
